% 
% 
@RELATION MPO 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE class {1-0, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9} 

@DATA 
82.92945,2880.613672982545,-43.701205151870056,63.34962338710155,0.07004444686110167,5.863795873488937,1-0
84.17237,3213.774192962871,-42.87904945898105,65.69141333804933,0.07351600431670412,5.926498760346657,1-0
82.11843,3228.0111257870703,-39.535220979183954,65.65464264630758,0.07648915585331573,5.919646434421926,1-0
79.1227,2493.6558709681913,-40.39012272836512,60.06326449190857,0.06415296567891483,5.873319266423129,1-0
77.78867,3546.8978723922314,-36.280129169064196,66.72208320810253,0.10866906786687064,5.6103605047127,1-0
84.37938,3118.6941877133886,-40.202170267995214,66.10382433051166,0.06682689156634901,6.026128379941693,1-0
84.91821,2895.4077629694443,-40.27553941163803,64.08380058660596,0.0545416406025177,6.200570952167449,1-0
87.61861,2417.638104751485,-44.277889074090176,61.46518834278389,0.043958793487877935,6.167632835083611,1-0
82.74407,2775.659142988306,-42.071571371880275,62.67359927861136,0.06318124581964042,5.958108064376463,1-0
82.48347,2839.91778101475,-38.265583560672106,64.09805710974996,0.061557503685164834,6.039170066744779,1-0
86.49904,2943.4451190591262,-42.98367895559389,64.52840312476661,0.05597094809950112,6.155535187890452,1-0
85.31542,2673.8715118807218,-43.969747342085746,63.0187494018121,0.05735691734941839,5.984617909974983,1-0
82.84665,2481.213753433161,-41.919271704217245,61.03050670389549,0.05464198968174145,6.001144210904401,1-0
83.10583,2720.248468720646,-40.08911067091986,62.673831389157314,0.056265290098669124,6.122569447319507,1-0
91.77773,3235.7997282854717,-43.82352557471935,68.02454640018023,0.0506697722839321,6.292285738349573,1-0
89.39453,2624.427470374639,-47.02283942673294,63.387791296172566,0.049867217138766955,6.052610717246681,1-0
87.4323,3373.399341773063,-44.073501499352446,68.1016884393866,0.07075718880804821,5.998679224297027,1-0
88.53674,3205.2512109614418,-45.35652731804751,67.28232567350209,0.06439741180258113,6.024703569235763,1-0
85.03371,2980.3410051980554,-38.57286534911143,64.63897888183561,0.05326718957996935,6.2621579222828725,1-0
89.32397,2931.309273642624,-41.650715292031066,65.0482144257044,0.04499236211099998,6.347964877950705,1-0
87.63684,3261.377315903128,-39.19276408431694,67.86653324356686,0.05747205454260316,6.224773111815104,1-0
82.92747,3570.5387016336203,-39.429654005707064,68.05332895742889,0.08675547973646254,5.8502713283145935,1-0
81.88261,2796.019531578063,-42.13390493876239,62.47612152756682,0.06659755133504539,5.947069115015418,1-0
86.12997,3044.754716750527,-44.01869572659495,65.52798089594862,0.06477355290129556,5.9869584464713865,1-0
72.04887,2664.6900618562313,-28.93427884511334,60.55885644543979,0.08043502915923097,5.861118531145572,1-0
73.76139,2473.424812266417,-27.634654364808583,59.30094136163368,0.05861582798936407,6.149154112789164,1-0
82.73076,3018.949163553958,-39.49863199119669,64.32908362639427,0.06492528277737177,6.069588422692197,1-0
85.18022,2487.3722375799334,-43.40645075074112,61.59186881128999,0.050952407350597,6.064455303981553,1-0
79.7462,3294.436172598697,-34.97973573500865,65.84537164591984,0.08137241443603714,5.936565322204603,1-0
81.86165,2820.783159736645,-39.127315343790585,63.789053462300245,0.06478334675898578,5.981488778010307,1-0
84.08973,3283.1335339134857,-43.933047868520006,66.16116878287298,0.0796418300056233,5.845158821062062,1-0
92.39051,3033.277284288842,-47.61133064276635,67.13131919596654,0.05259908856011706,6.15483255158367,1-0
79.74686,2296.6745111243467,-38.16088962688058,59.291437507783925,0.05119788963078702,6.073916120746959,1-0
78.10568,2587.9419543364497,-36.61993284961023,60.4018924810467,0.06082837800227304,6.07059162760983,1-0
80.58243,2777.916075506284,-38.038300487679436,63.03744407618297,0.06474309766773932,5.997948034461198,1-0
79.93772,2450.726439882493,-37.64249336203307,60.12253205151756,0.05350214525597261,6.103964118068766,1-0
